latitude,longitude
28.5437547,77.1968409
28.5437299,77.1969535
28.5437153,77.1969956
28.5436988,77.1970412
28.54365,77.19701714
28.54356,77.19697429
28.54347,77.19693143
28.54338,77.19688857
28.54329,77.19684571
28.5432,77.19680286
28.54311,77.19676
28.54311,77.19676
28.54302,77.19672
28.54293,77.19668
28.54284,77.19664
28.5427571,77.1965913
28.54257667,77.19651333
28.54249333,77.19646667
28.5423876,77.1964213
28.5424406,77.1964441
28.5423287,77.1963954
28.5423022,77.1963177
28.5422799,77.1962588
28.5422578,77.1961991
28.5422321,77.1961394
28.5421876,77.1960194
28.5422218,77.1959979
28.5422088,77.1960797
28.54228,77.19598
28.54232,77.19598
28.5423671,77.1959793
28.5424118,77.195992
28.542433,77.196
28.5425113,77.1960354
28.5425838,77.19607
28.5426751,77.1961086
28.54277,77.19617
28.54277,77.19617
28.5428625,77.1962175
28.542955,77.196265
28.5430169,77.1963018
28.5431282,77.196366
28.5430737,77.1963335
28.5431885,77.196411
28.5431602,77.1963889
28.5431947,77.1964337
28.5431952,77.1964712
28.5431958,77.1964535
28.5431879,77.1964993
28.5431773,77.1965371
28.5431762,77.1966335
28.5431526,77.1966194
28.5431641,77.1965785
28.5432486,77.1966716
28.543332,77.1967199
28.543423,77.1967701
28.5435111,77.1968083
28.5435968,77.1968431
28.5436578,77.1968645
28.5429695,77.1989167
28.5430133,77.1988148
28.5430523,77.1987103
28.543089,77.1986085
28.5431256,77.1985173
28.543167,77.1984209
28.5432037,77.1983163
28.5432498,77.1982198
28.5432888,77.1981341
28.5433325,77.198043
28.54338333,77.19794917
28.54342,77.19785
28.54342,77.19785
28.54346,77.19775125
28.5435,77.1976525
28.54354,77.19755375
28.54358,77.197455
28.5436141,77.1973562
28.5436423,77.1972508
28.54368,77.197136
28.542885,77.199
28.54279,77.19896
28.542695,77.19892
28.5426,77.19888
28.5425125,77.198835
28.542425,77.19879
28.5423375,77.198745
28.54225,77.1987
28.5421625,77.198655
28.542075,77.19861
28.5419875,77.198565
28.5419,77.19852
28.54181,77.19847
28.54172,77.198426
28.54163,77.198382
28.54154,77.198338
28.54145,77.198294
28.54136,77.19825
28.54126,77.19821
28.541166,77.198168
28.541072,77.198126
28.540978,77.198084
28.540884,77.198042
28.54079,77.198
28.54069667,77.19795333
28.54060333,77.19790667
28.54051,77.19786
28.540425,77.19781833
28.54034,77.19777667
28.540255,77.197735
28.54017,77.19769333
28.540085,77.19765167
28.5425267,77.1964836
28.5426172,77.1965275
28.542673,77.1965506
28.54284,77.19664
28.54293,77.19668
28.54302,77.19672
28.54104,77.19481
28.54112833,77.19485
28.54121667,77.19489
28.541305,77.19493
28.54139333,77.19497
28.54148167,77.19501
28.54157,77.19505
28.5416842,77.1951212
28.5417654,77.1952031
28.5418254,77.1953065
28.5418642,77.1953991
28.5419077,77.1954917
28.5419465,77.1955736
28.54199,77.19566091
28.5420476,77.1957482
28.5420888,77.1958355
28.5421417,77.1959388
28.5423152,77.1963527
28.5410029,77.194802
28.54097905,77.19488246
28.5409446,77.19498031
28.54091014,77.19507817
28.54070343,77.1956653
28.54066898,77.19576315
28.54063453,77.19586101
28.54060008,77.19595886
28.54056563,77.19605672
28.54053118,77.19615457
28.54042782,77.19644814
28.54039337,77.19654599
28.54035892,77.19664385
28.54032447,77.1967417
28.54029001,77.19683956
28.54025556,77.19693741
28.54022111,77.19703527
28.54018666,77.19713312
28.54015221,77.19723098
28.54011776,77.19732883
28.5400833,77.19742669
28.54004885,77.19752454
28.5400144,77.1976224
28.5404611,77.1963466
28.5404898,77.19626592
28.54073419,77.19557464
28.5407691,77.19547588
28.54080402,77.19537713
28.54083893,77.19527837
28.54087385,77.19517962
28.54097859,77.19488335
28.54303,77.18187
28.54296,77.18198
28.54296,77.18198
28.54289,77.1821
28.54289,77.1821
28.54284,77.18212
28.54284,77.18212
28.54283,77.18208
28.54288125,77.18199125
28.5429325,77.1819025
28.54298375,77.18181375
28.543035,77.181725
28.54308625,77.18163625
28.5431375,77.1815475
28.54318875,77.18145875
28.54324,77.18137
28.54324,77.18137
28.54324,77.18137
28.543372,77.181444
28.543454,77.181488
28.543536,77.181532
28.543618,77.181576
28.5437,77.18162
28.543782,77.181664
28.543864,77.181708
28.543946,77.181752
28.544028,77.181796
28.54411,77.18184
28.54411,77.18184
28.544195,77.18188875
28.54428,77.1819375
28.544365,77.18198625
28.54445,77.182035
28.544535,77.18208375
28.54462,77.1821325
28.544705,77.18218125
28.54479,77.18223
28.54479,77.18223
28.54479,77.18223
28.54488,77.18227333
28.54497,77.18231667
28.54506,77.18236
28.54506,77.18236
28.54517,77.18243
28.54528,77.1825
28.54528,77.1825
28.54538,77.1825475
28.54548,77.182595
28.54558,77.1826425
28.54568,77.18269
28.54568,77.18269
28.545774,77.182742
28.545868,77.182794
28.545962,77.182846
28.546056,77.182898
28.54615,77.18295
28.54615,77.18295
28.546255,77.183015
28.54636,77.18308
28.54636,77.18308
28.54644889,77.18312778
28.54653778,77.18317556
28.54662667,77.18322333
28.54671556,77.18327111
28.54680444,77.18331889
28.54689333,77.18336667
28.54698222,77.18341444
28.54707111,77.18346222
28.54716,77.18351
28.54716,77.18351
28.547275,77.18357
28.54739,77.18363
28.54739,77.18363
28.54731431,77.18359549
28.543082,77.181778
28.543134,77.181686
28.543186,77.181594
28.54329,77.18141
28.54329,77.18141
28.54329,77.18141
28.543235,77.18149667
28.5442428,77.1911908
28.5440943,77.1919579
28.5440659,77.1920532
28.5440974,77.1921508
28.5441363,77.1922507
28.5441728,77.192346
28.5442108,77.1924507
28.5442432,77.1925519
28.5442774,77.1926559
28.5443113,77.1927397
28.5443502,77.1928497
28.5443855,77.1929456
28.5444492,77.1931241
28.5444203,77.1930416
28.5444893,77.1932394
28.5445199,77.1933293
28.5445564,77.1934265
28.5445929,77.1935217
28.544633,77.193623
28.5446707,77.1937251
28.5447066,77.1938163
28.5447372,77.1939035
28.5447678,77.1940007
28.5447963,77.1940936
28.5448269,77.1941848
